block.minecraft.banner.square_top_right.black,Black Chief Sinister Canton,cerni xefi lefti gone
block.minecraft.banner.square_top_right.red,Red Chief Sinister Canton,kirmi xefi lefti gone
block.minecraft.banner.square_top_right.green,Green Chief Sinister Canton,lugi xefi lefti gone
block.minecraft.banner.square_top_right.brown,Brown Chief Sinister Canton,bruni xefi lefti gone
block.minecraft.banner.square_top_right.blue,Blue Chief Sinister Canton,nili xefi lefti gone
block.minecraft.banner.square_top_right.purple,Purple Chief Sinister Canton,violeti xefi lefti gone
block.minecraft.banner.square_top_right.cyan,Cyan Chief Sinister Canton,ciani xefi lefti gone
block.minecraft.banner.square_top_right.light_gray,Light Gray Chief Sinister Canton,mirdo huyorangi xefi lefti gone
block.minecraft.banner.square_top_right.gray,Gray Chief Sinister Canton,huyorangi xefi lefti gone
block.minecraft.banner.square_top_right.pink,Pink Chief Sinister Canton,rozorangi xefi lefti gone
block.minecraft.banner.square_top_right.lime,Lime Chief Sinister Canton,Lime xefi lefti gone
block.minecraft.banner.square_top_right.yellow,Yellow Chief Sinister Canton,limonorangi xefi lefti gone
block.minecraft.banner.square_top_right.light_blue,Light Blue Chief Sinister Canton,samanonili xefi lefti gone
block.minecraft.banner.square_top_right.magenta,Magenta Chief Sinister Canton,majenti xefi lefti gone
block.minecraft.banner.square_top_right.orange,Orange Chief Sinister Canton,oranji xefi lefti gone
block.minecraft.banner.square_top_right.white,White Chief Sinister Canton,baki xefi lefti gone
block.minecraft.banner.stripe_bottom.black,Black Base,cerni baze
block.minecraft.banner.stripe_bottom.red,Red Base,kirmi baze
block.minecraft.banner.stripe_bottom.green,Green Base,lugi baze
block.minecraft.banner.stripe_bottom.brown,Brown Base,bruni baze
block.minecraft.banner.stripe_bottom.blue,Blue Base,nili baze
block.minecraft.banner.stripe_bottom.purple,Purple Base,violeti baze
block.minecraft.banner.stripe_bottom.cyan,Cyan Base,ciani baze
block.minecraft.banner.stripe_bottom.light_gray,Light Gray Base,mirdo huyorangi baze
block.minecraft.banner.stripe_bottom.gray,Gray Base,huyorangi baze
block.minecraft.banner.stripe_bottom.pink,Pink Base,rozorangi baze
block.minecraft.banner.stripe_bottom.lime,Lime Base,Lime baze
block.minecraft.banner.stripe_bottom.yellow,Yellow Base,limonorangi baze
block.minecraft.banner.stripe_bottom.light_blue,Light Blue Base,samanonili baze
block.minecraft.banner.stripe_bottom.magenta,Magenta Base,majenti baze
block.minecraft.banner.stripe_bottom.orange,Orange Base,oranji baze
block.minecraft.banner.stripe_bottom.white,White Base,baki baze
block.minecraft.banner.stripe_top.black,Black Chief,cerni xefe
block.minecraft.banner.stripe_top.red,Red Chief,kirmi xefe
block.minecraft.banner.stripe_top.green,Green Chief,lugi xefe
block.minecraft.banner.stripe_top.brown,Brown Chief,bruni xefe
block.minecraft.banner.stripe_top.blue,Blue Chief,nili xefe
block.minecraft.banner.stripe_top.purple,Purple Chief,violeti xefe
block.minecraft.banner.stripe_top.cyan,Cyan Chief,ciani xefe
block.minecraft.banner.stripe_top.light_gray,Light Gray Chief,mirdo huyorangi xefe
block.minecraft.banner.stripe_top.gray,Gray Chief,huyorangi xefe
block.minecraft.banner.stripe_top.pink,Pink Chief,rozorangi xefe
block.minecraft.banner.stripe_top.lime,Lime Chief,Lime xefe
block.minecraft.banner.stripe_top.yellow,Yellow Chief,limonorangi xefe
block.minecraft.banner.stripe_top.light_blue,Light Blue Chief,samanonili xefe
block.minecraft.banner.stripe_top.magenta,Magenta Chief,majenti xefe
block.minecraft.banner.stripe_top.orange,Orange Chief,oranji xefe
block.minecraft.banner.stripe_top.white,White Chief,baki xefe
block.minecraft.banner.stripe_left.black,Black Pale Dexter,cerni raiti zonge
block.minecraft.banner.stripe_left.red,Red Pale Dexter,kirmi raiti zonge
block.minecraft.banner.stripe_left.green,Green Pale Dexter,lugi raiti zonge
block.minecraft.banner.stripe_left.brown,Brown Pale Dexter,bruni raiti zonge
block.minecraft.banner.stripe_left.blue,Blue Pale Dexter,nili raiti zonge
block.minecraft.banner.stripe_left.purple,Purple Pale Dexter,violeti raiti zonge
block.minecraft.banner.stripe_left.cyan,Cyan Pale Dexter,ciani raiti zonge
block.minecraft.banner.stripe_left.light_gray,Light Gray Pale Dexter,mirdo huyorangi raiti zonge
block.minecraft.banner.stripe_left.gray,Gray Pale Dexter,huyorangi raiti zonge
block.minecraft.banner.stripe_left.pink,Pink Pale Dexter,rozorangi raiti zonge
block.minecraft.banner.stripe_left.lime,Lime Pale Dexter,Lime raiti zonge
block.minecraft.banner.stripe_left.yellow,Yellow Pale Dexter,limonorangi raiti zonge
block.minecraft.banner.stripe_left.light_blue,Light Blue Pale Dexter,samanonili raiti zonge
block.minecraft.banner.stripe_left.magenta,Magenta Pale Dexter,majenti raiti zonge
block.minecraft.banner.stripe_left.orange,Orange Pale Dexter,oranji raiti zonge
block.minecraft.banner.stripe_left.white,White Pale Dexter,baki raiti zonge
block.minecraft.banner.stripe_right.black,Black Pale Sinister,cerni lefti zonge
block.minecraft.banner.stripe_right.red,Red Pale Sinister,kirmi lefti zonge
block.minecraft.banner.stripe_right.green,Green Pale Sinister,lugi lefti zonge
block.minecraft.banner.stripe_right.brown,Brown Pale Sinister,bruni lefti zonge
block.minecraft.banner.stripe_right.blue,Blue Pale Sinister,nili lefti zonge
block.minecraft.banner.stripe_right.purple,Purple Pale Sinister,violeti lefti zonge
block.minecraft.banner.stripe_right.cyan,Cyan Pale Sinister,ciani lefti zonge
block.minecraft.banner.stripe_right.light_gray,Light Gray Pale Sinister,mirdo huyorangi lefti zonge
block.minecraft.banner.stripe_right.gray,Gray Pale Sinister,huyorangi lefti zonge
block.minecraft.banner.stripe_right.pink,Pink Pale Sinister,rozorangi lefti zonge
block.minecraft.banner.stripe_right.lime,Lime Pale Sinister,Lime lefti zonge
block.minecraft.banner.stripe_right.yellow,Yellow Pale Sinister,limonorangi lefti zonge
block.minecraft.banner.stripe_right.light_blue,Light Blue Pale Sinister,samanonili lefti zonge
block.minecraft.banner.stripe_right.magenta,Magenta Pale Sinister,majenti lefti zonge
block.minecraft.banner.stripe_right.orange,Orange Pale Sinister,oranji lefti zonge
block.minecraft.banner.stripe_right.white,White Pale Sinister,baki lefti zonge
block.minecraft.banner.stripe_center.black,Black Pale,cerni zonge
block.minecraft.banner.stripe_center.red,Red Pale,kirmi zonge
block.minecraft.banner.stripe_center.green,Green Pale,lugi zonge
block.minecraft.banner.stripe_center.brown,Brown Pale,bruni zonge
block.minecraft.banner.stripe_center.blue,Blue Pale,nili zonge
block.minecraft.banner.stripe_center.purple,Purple Pale,violeti zonge
block.minecraft.banner.stripe_center.cyan,Cyan Pale,ciani zonge
block.minecraft.banner.stripe_center.light_gray,Light Gray Pale,mirdo huyorangi zonge
block.minecraft.banner.stripe_center.gray,Gray Pale,huyorangi zonge
block.minecraft.banner.stripe_center.pink,Pink Pale,rozorangi zonge
block.minecraft.banner.stripe_center.lime,Lime Pale,Lime zonge
block.minecraft.banner.stripe_center.yellow,Yellow Pale,limonorangi zonge
block.minecraft.banner.stripe_center.light_blue,Light Blue Pale,samanonili zonge
block.minecraft.banner.stripe_center.magenta,Magenta Pale,majenti zonge
block.minecraft.banner.stripe_center.orange,Orange Pale,oranji zonge
block.minecraft.banner.stripe_center.white,White Pale,baki zonge
block.minecraft.banner.stripe_middle.black,Black Fess,cerni faxe
block.minecraft.banner.stripe_middle.red,Red Fess,kirmi faxe
block.minecraft.banner.stripe_middle.green,Green Fess,lugi faxe
block.minecraft.banner.stripe_middle.brown,Brown Fess,bruni faxe
block.minecraft.banner.stripe_middle.blue,Blue Fess,nili faxe
block.minecraft.banner.stripe_middle.purple,Purple Fess,violeti faxe
block.minecraft.banner.stripe_middle.cyan,Cyan Fess,ciani faxe
block.minecraft.banner.stripe_middle.light_gray,Light Gray Fess,mirdo huyorangi faxe
block.minecraft.banner.stripe_middle.gray,Gray Fess,huyorangi faxe
block.minecraft.banner.stripe_middle.pink,Pink Fess,rozorangi faxe
block.minecraft.banner.stripe_middle.lime,Lime Fess,Lime faxe
block.minecraft.banner.stripe_middle.yellow,Yellow Fess,limonorangi faxe
block.minecraft.banner.stripe_middle.light_blue,Light Blue Fess,samanonili faxe
block.minecraft.banner.stripe_middle.magenta,Magenta Fess,majenti faxe
block.minecraft.banner.stripe_middle.orange,Orange Fess,oranji faxe
block.minecraft.banner.stripe_middle.white,White Fess,baki faxe
block.minecraft.banner.stripe_downright.black,Black Bend,cerni raiti bende
block.minecraft.banner.stripe_downright.red,Red Bend,kirmi raiti bende
block.minecraft.banner.stripe_downright.green,Green Bend,lugi raiti bende
block.minecraft.banner.stripe_downright.brown,Brown Bend,bruni raiti bende
block.minecraft.banner.stripe_downright.blue,Blue Bend,nili raiti bende
block.minecraft.banner.stripe_downright.purple,Purple Bend,violeti raiti bende
block.minecraft.banner.stripe_downright.cyan,Cyan Bend,ciani raiti bende
block.minecraft.banner.stripe_downright.light_gray,Light Gray Bend,mirdo huyorangi raiti bende
block.minecraft.banner.stripe_downright.gray,Gray Bend,huyorangi raiti bende
block.minecraft.banner.stripe_downright.pink,Pink Bend,rozorangi raiti bende
block.minecraft.banner.stripe_downright.lime,Lime Bend,Lime raiti bende
block.minecraft.banner.stripe_downright.yellow,Yellow Bend,limonorangi raiti bende
block.minecraft.banner.stripe_downright.light_blue,Light Blue Bend,samanonili raiti bende
block.minecraft.banner.stripe_downright.magenta,Magenta Bend,majenti raiti bende
block.minecraft.banner.stripe_downright.orange,Orange Bend,oranji raiti bende
block.minecraft.banner.stripe_downright.white,White Bend,baki raiti bende
block.minecraft.banner.stripe_downleft.black,Black Bend Sinister,cerni lefti bende
block.minecraft.banner.stripe_downleft.red,Red Bend Sinister,kirmi lefti bende
block.minecraft.banner.stripe_downleft.green,Green Bend Sinister,lugi lefti bende
block.minecraft.banner.stripe_downleft.brown,Brown Bend Sinister,bruni lefti bende
block.minecraft.banner.stripe_downleft.blue,Blue Bend Sinister,nili lefti bende
block.minecraft.banner.stripe_downleft.purple,Purple Bend Sinister,violeti lefti bende
block.minecraft.banner.stripe_downleft.cyan,Cyan Bend Sinister,ciani lefti bende
block.minecraft.banner.stripe_downleft.light_gray,Light Gray Bend Sinister,mirdo huyorangi lefti bende
block.minecraft.banner.stripe_downleft.gray,Gray Bend Sinister,huyorangi lefti bende
block.minecraft.banner.stripe_downleft.pink,Pink Bend Sinister,rozorangi lefti bende
block.minecraft.banner.stripe_downleft.lime,Lime Bend Sinister,Lime lefti bende
block.minecraft.banner.stripe_downleft.yellow,Yellow Bend Sinister,limonorangi lefti bende
block.minecraft.banner.stripe_downleft.light_blue,Light Blue Bend Sinister,samanonili lefti bende
block.minecraft.banner.stripe_downleft.magenta,Magenta Bend Sinister,majenti lefti bende
block.minecraft.banner.stripe_downleft.orange,Orange Bend Sinister,oranji lefti bende
block.minecraft.banner.stripe_downleft.white,White Bend Sinister,baki lefti bende
block.minecraft.banner.small_stripes.black,Black Paly,cerni zongia
block.minecraft.banner.small_stripes.red,Red Paly,kirmi zongia
block.minecraft.banner.small_stripes.green,Green Paly,lugi zongia
block.minecraft.banner.small_stripes.brown,Brown Paly,bruni zongia
block.minecraft.banner.small_stripes.blue,Blue Paly,nili zongia
block.minecraft.banner.small_stripes.purple,Purple Paly,violeti zongia
block.minecraft.banner.small_stripes.cyan,Cyan Paly,ciani zongia
block.minecraft.banner.small_stripes.light_gray,Light Gray Paly,mirdo huyorangi zongia
block.minecraft.banner.small_stripes.gray,Gray Paly,huyorangi zongia
block.minecraft.banner.small_stripes.pink,Pink Paly,rozorangi zongia
block.minecraft.banner.small_stripes.lime,Lime Paly,Lime zongia
block.minecraft.banner.small_stripes.yellow,Yellow Paly,limonorangi zongia
block.minecraft.banner.small_stripes.light_blue,Light Blue Paly,samanonili zongia
block.minecraft.banner.small_stripes.magenta,Magenta Paly,majenti zongia
block.minecraft.banner.small_stripes.orange,Orange Paly,oranji zongia
block.minecraft.banner.small_stripes.white,White Paly,baki zongia
block.minecraft.banner.cross.black,Black Saltire,cerni terci kruse
block.minecraft.banner.cross.red,Red Saltire,kirmi terci kruse
block.minecraft.banner.cross.green,Green Saltire,lugi terci kruse
block.minecraft.banner.cross.brown,Brown Saltire,bruni terci kruse
block.minecraft.banner.cross.blue,Blue Saltire,nili terci kruse
block.minecraft.banner.cross.purple,Purple Saltire,violeti terci kruse
block.minecraft.banner.cross.cyan,Cyan Saltire,ciani terci kruse
block.minecraft.banner.cross.light_gray,Light Gray Saltire,mirdo huyorangi terci kruse
block.minecraft.banner.cross.gray,Gray Saltire,huyorangi terci kruse
block.minecraft.banner.cross.pink,Pink Saltire,rozorangi terci kruse
block.minecraft.banner.cross.lime,Lime Saltire,Lime terci kruse
block.minecraft.banner.cross.yellow,Yellow Saltire,limonorangi terci kruse
block.minecraft.banner.cross.light_blue,Light Blue Saltire,samanonili terci kruse
block.minecraft.banner.cross.magenta,Magenta Saltire,majenti terci kruse
block.minecraft.banner.cross.orange,Orange Saltire,oranji terci kruse
block.minecraft.banner.cross.white,White Saltire,baki terci kruse
block.minecraft.banner.triangle_bottom.black,Black Chevron,cerni bazi tinogon
block.minecraft.banner.triangle_bottom.red,Red Chevron,kirmi bazi tinogon
block.minecraft.banner.triangle_bottom.green,Green Chevron,lugi bazi tinogon
block.minecraft.banner.triangle_bottom.brown,Brown Chevron,bruni bazi tinogon
block.minecraft.banner.triangle_bottom.blue,Blue Chevron,nili bazi tinogon
block.minecraft.banner.triangle_bottom.purple,Purple Chevron,violeti bazi tinogon
block.minecraft.banner.triangle_bottom.cyan,Cyan Chevron,ciani bazi tinogon
block.minecraft.banner.triangle_bottom.light_gray,Light Gray Chevron,mirdo huyorangi bazi tinogon
block.minecraft.banner.triangle_bottom.gray,Gray Chevron,huyorangi bazi tinogon
block.minecraft.banner.triangle_bottom.pink,Pink Chevron,rozorangi bazi tinogon
block.minecraft.banner.triangle_bottom.lime,Lime Chevron,Lime bazi tinogon
block.minecraft.banner.triangle_bottom.yellow,Yellow Chevron,limonorangi bazi tinogon
block.minecraft.banner.triangle_bottom.light_blue,Light Blue Chevron,samanonili bazi tinogon
block.minecraft.banner.triangle_bottom.magenta,Magenta Chevron,majenti bazi tinogon
block.minecraft.banner.triangle_bottom.orange,Orange Chevron,oranji bazi tinogon
block.minecraft.banner.triangle_bottom.white,White Chevron,baki bazi tinogon
block.minecraft.banner.triangle_top.black,Black Inverted Chevron,cerni Inverted xefi tinogon
block.minecraft.banner.triangle_top.red,Red Inverted Chevron,kirmi xefi tinogon
block.minecraft.banner.triangle_top.green,Green Inverted Chevron,lugi xefi tinogon
block.minecraft.banner.triangle_top.brown,Brown Inverted Chevron,bruni xefi tinogon
block.minecraft.banner.triangle_top.blue,Blue Inverted Chevron,nili xefi tinogon
block.minecraft.banner.triangle_top.purple,Purple Inverted Chevron,violeti xefi tinogon
block.minecraft.banner.triangle_top.cyan,Cyan Inverted Chevron,ciani xefi tinogon
block.minecraft.banner.triangle_top.light_gray,Light Gray Inverted Chevron,mirdo huyorangi xefi tinogon
block.minecraft.banner.triangle_top.gray,Gray Inverted Chevron,huyorangi xefi tinogon
block.minecraft.banner.triangle_top.pink,Pink Inverted Chevron,rozorangi xefi tinogon
block.minecraft.banner.triangle_top.lime,Lime Inverted Chevron,Lime xefi tinogon
block.minecraft.banner.triangle_top.yellow,Yellow Inverted Chevron,limonorangi xefi tinogon
block.minecraft.banner.triangle_top.light_blue,Light Blue Inverted Chevron,samanonili xefi tinogon
block.minecraft.banner.triangle_top.magenta,Magenta Inverted Chevron,majenti xefi tinogon
block.minecraft.banner.triangle_top.orange,Orange Inverted Chevron,oranji xefi tinogon
block.minecraft.banner.triangle_top.white,White Inverted Chevron,baki xefi tinogon
block.minecraft.banner.triangles_bottom.black,Black Base Indented,cerni danti baze
block.minecraft.banner.triangles_bottom.red,Red Base Indented,kirmi danti baze
block.minecraft.banner.triangles_bottom.green,Green Base Indented,lugi danti baze
block.minecraft.banner.triangles_bottom.brown,Brown Base Indented,bruni danti baze
block.minecraft.banner.triangles_bottom.blue,Blue Base Indented,nili danti baze
block.minecraft.banner.triangles_bottom.purple,Purple Base Indented,violeti danti baze
block.minecraft.banner.triangles_bottom.cyan,Cyan Base Indented,ciani danti baze
block.minecraft.banner.triangles_bottom.light_gray,Light Gray Base Indented,mirdo huyorangi danti baze
block.minecraft.banner.triangles_bottom.gray,Gray Base Indented,huyorangi danti baze
block.minecraft.banner.triangles_bottom.pink,Pink Base Indented,rozorangi danti baze
block.minecraft.banner.triangles_bottom.lime,Lime Base Indented,Lime danti baze
block.minecraft.banner.triangles_bottom.yellow,Yellow Base Indented,limonorangi danti baze
block.minecraft.banner.triangles_bottom.light_blue,Light Blue Base Indented,samanonili danti baze
block.minecraft.banner.triangles_bottom.magenta,Magenta Base Indented,majenti danti baze
block.minecraft.banner.triangles_bottom.orange,Orange Base Indented,oranji danti baze
block.minecraft.banner.triangles_bottom.white,White Base Indented,baki danti baze
block.minecraft.banner.triangles_top.black,Black Chief Indented,cerni danti xefe
block.minecraft.banner.triangles_top.red,Red Chief Indented,kirmi danti xefe
block.minecraft.banner.triangles_top.green,Green Chief Indented,lugi danti xefe
block.minecraft.banner.triangles_top.brown,Brown Chief Indented,bruni danti xefe
block.minecraft.banner.triangles_top.blue,Blue Chief Indented,nili danti xefe
block.minecraft.banner.triangles_top.purple,Purple Chief Indented,violeti danti xefe
block.minecraft.banner.triangles_top.cyan,Cyan Chief Indented,ciani danti xefe
block.minecraft.banner.triangles_top.light_gray,Light Gray Chief Indented,mirdo huyorangi danti xefe
block.minecraft.banner.triangles_top.gray,Gray Chief Indented,huyorangi danti xefe
block.minecraft.banner.triangles_top.pink,Pink Chief Indented,rozorangi danti xefe
block.minecraft.banner.triangles_top.lime,Lime Chief Indented,Lime danti xefe
block.minecraft.banner.triangles_top.yellow,Yellow Chief Indented,limonorangi danti xefe
block.minecraft.banner.triangles_top.light_blue,Light Blue Chief Indented,samanonili danti xefe
block.minecraft.banner.triangles_top.magenta,Magenta Chief Indented,majenti danti xefe
block.minecraft.banner.triangles_top.orange,Orange Chief Indented,oranji danti xefe
block.minecraft.banner.triangles_top.white,White Chief Indented,baki danti xefe
block.minecraft.banner.diagonal_left.black,Black Per Bend Sinister,cerni fen da lefti bende
block.minecraft.banner.diagonal_left.red,Red Per Bend Sinister,kirmi fen da lefti bende
block.minecraft.banner.diagonal_left.green,Green Per Bend Sinister,lugi fen da lefti bende
block.minecraft.banner.diagonal_left.brown,Brown Per Bend Sinister,bruni fen da lefti bende
block.minecraft.banner.diagonal_left.blue,Blue Per Bend Sinister,nili fen da lefti bende
block.minecraft.banner.diagonal_left.purple,Purple Per Bend Sinister,violeti fen da lefti bende
block.minecraft.banner.diagonal_left.cyan,Cyan Per Bend Sinister,ciani fen da lefti bende
block.minecraft.banner.diagonal_left.light_gray,Light Gray Per Bend Sinister,mirdo huyorangi fen da lefti bende
block.minecraft.banner.diagonal_left.gray,Gray Per Bend Sinister,huyorangi fen da lefti bende
block.minecraft.banner.diagonal_left.pink,Pink Per Bend Sinister,rozorangi fen da lefti bende
block.minecraft.banner.diagonal_left.lime,Lime Per Bend Sinister,Lime fen da lefti bende
block.minecraft.banner.diagonal_left.yellow,Yellow Per Bend Sinister,limonorangi fen da lefti bende
block.minecraft.banner.diagonal_left.light_blue,Light Blue Per Bend Sinister,samanonili fen da lefti bende
block.minecraft.banner.diagonal_left.magenta,Magenta Per Bend Sinister,majenti fen da lefti bende
block.minecraft.banner.diagonal_left.orange,Orange Per Bend Sinister,oranji fen da lefti bende
block.minecraft.banner.diagonal_left.white,White Per Bend Sinister,baki fen da lefti bende
block.minecraft.banner.diagonal_right.black,Black Per Bend,cerni fen da raiti bende
block.minecraft.banner.diagonal_right.red,Red Per Bend,kirmi fen da raiti bende
block.minecraft.banner.diagonal_right.green,Green Per Bend,lugi fen da raiti bende
block.minecraft.banner.diagonal_right.brown,Brown Per Bend,bruni fen da raiti bende
block.minecraft.banner.diagonal_right.blue,Blue Per Bend,nili fen da raiti bende
block.minecraft.banner.diagonal_right.purple,Purple Per Bend,violeti fen da raiti bende
block.minecraft.banner.diagonal_right.cyan,Cyan Per Bend,ciani fen da raiti bende
block.minecraft.banner.diagonal_right.light_gray,Light Gray Per Bend,mirdo huyorangi fen da raiti bende
block.minecraft.banner.diagonal_right.gray,Gray Per Bend,huyorangi fen da raiti bende
block.minecraft.banner.diagonal_right.pink,Pink Per Bend,rozorangi fen da raiti bende
block.minecraft.banner.diagonal_right.lime,Lime Per Bend,Lime fen da raiti bende
block.minecraft.banner.diagonal_right.yellow,Yellow Per Bend,limonorangi fen da raiti bende
block.minecraft.banner.diagonal_right.light_blue,Light Blue Per Bend,samanonili fen da raiti bende
block.minecraft.banner.diagonal_right.magenta,Magenta Per Bend,majenti fen da raiti bende
block.minecraft.banner.diagonal_right.orange,Orange Per Bend,oranji fen da raiti bende
block.minecraft.banner.diagonal_right.white,White Per Bend,baki fen da raiti bende
block.minecraft.banner.diagonal_up_left.black,Black Per Bend Inverted,cerni ali fen da raiti bende
block.minecraft.banner.diagonal_up_left.red,Red Per Bend Inverted,kirmi ali fen da raiti bende
block.minecraft.banner.diagonal_up_left.green,Green Per Bend Inverted,lugi ali fen da raiti bende
block.minecraft.banner.diagonal_up_left.brown,Brown Per Bend Inverted,bruni ali fen da raiti bende
block.minecraft.banner.diagonal_up_left.blue,Blue Per Bend Inverted,nili ali fen da raiti bende
block.minecraft.banner.diagonal_up_left.purple,Purple Per Bend Inverted,violeti ali fen da raiti bende
block.minecraft.banner.diagonal_up_left.cyan,Cyan Per Bend Inverted,ciani ali fen da raiti bende
block.minecraft.banner.diagonal_up_left.light_gray,Light Gray Per Bend Inverted,mirdo huyorangi ali fen da raiti bende
block.minecraft.banner.diagonal_up_left.gray,Gray Per Bend Inverted,huyorangi ali fen da raiti bende
block.minecraft.banner.diagonal_up_left.pink,Pink Per Bend Inverted,rozorangi ali fen da raiti bende
block.minecraft.banner.diagonal_up_left.lime,Lime Per Bend Inverted,Lime ali fen da raiti bende
block.minecraft.banner.diagonal_up_left.yellow,Yellow Per Bend Inverted,limonorangi ali fen da raiti bende
block.minecraft.banner.diagonal_up_left.light_blue,Light Blue Per Bend Inverted,samanonili ali fen da raiti bende
block.minecraft.banner.diagonal_up_left.magenta,Magenta Per Bend Inverted,majenti ali fen da raiti bende
block.minecraft.banner.diagonal_up_left.orange,Orange Per Bend Inverted,oranji ali fen da raiti bende
block.minecraft.banner.diagonal_up_left.white,White Per Bend Inverted,baki ali fen da raiti bende
block.minecraft.banner.diagonal_up_right.black,Black Per Bend Sinister Inverted,cerni ali fen da lefti bende
block.minecraft.banner.diagonal_up_right.red,Red Per Bend Sinister Inverted,kirmi ali fen da lefti bende
block.minecraft.banner.diagonal_up_right.green,Green Per Bend Sinister Inverted,lugi ali fen da lefti bende
block.minecraft.banner.diagonal_up_right.brown,Brown Per Bend Sinister Inverted,bruni ali fen da lefti bende
block.minecraft.banner.diagonal_up_right.blue,Blue Per Bend Sinister Inverted,nili ali fen da lefti bende
block.minecraft.banner.diagonal_up_right.purple,Purple Per Bend Sinister Inverted,violeti ali fen da lefti bende
block.minecraft.banner.diagonal_up_right.cyan,Cyan Per Bend Sinister Inverted,ciani ali fen da lefti bende
block.minecraft.banner.diagonal_up_right.light_gray,Light Gray Per Bend Sinister Inverted,mirdo huyorangi ali fen da lefti bende
block.minecraft.banner.diagonal_up_right.gray,Gray Per Bend Sinister Inverted,huyorangi ali fen da lefti bende
block.minecraft.banner.diagonal_up_right.pink,Pink Per Bend Sinister Inverted,rozorangi ali fen da lefti bende
block.minecraft.banner.diagonal_up_right.lime,Lime Per Bend Sinister Inverted,Lime ali fen da lefti bende
block.minecraft.banner.diagonal_up_right.yellow,Yellow Per Bend Sinister Inverted,limonorangi ali fen da lefti bende
block.minecraft.banner.diagonal_up_right.light_blue,Light Blue Per Bend Sinister Inverted,samanonili ali fen da lefti bende
block.minecraft.banner.diagonal_up_right.magenta,Magenta Per Bend Sinister Inverted,majenti ali fen da lefti bende
block.minecraft.banner.diagonal_up_right.orange,Orange Per Bend Sinister Inverted,oranji ali fen da lefti bende
block.minecraft.banner.diagonal_up_right.white,White Per Bend Sinister Inverted,baki ali fen da lefti bende
block.minecraft.banner.circle.black,Black Roundel,cerni cirke
block.minecraft.banner.circle.red,Red Roundel,kirmi cirke
block.minecraft.banner.circle.green,Green Roundel,lugi cirke
block.minecraft.banner.circle.brown,Brown Roundel,bruni cirke
block.minecraft.banner.circle.blue,Blue Roundel,nili cirke
block.minecraft.banner.circle.purple,Purple Roundel,violeti cirke
block.minecraft.banner.circle.cyan,Cyan Roundel,ciani cirke
block.minecraft.banner.circle.light_gray,Light Gray Roundel,mirdo huyorangi cirke
block.minecraft.banner.circle.gray,Gray Roundel,huyorangi cirke
block.minecraft.banner.circle.pink,Pink Roundel,rozorangi cirke
block.minecraft.banner.circle.lime,Lime Roundel,Lime cirke
block.minecraft.banner.circle.yellow,Yellow Roundel,limonorangi cirke
block.minecraft.banner.circle.light_blue,Light Blue Roundel,samanonili cirke
block.minecraft.banner.circle.magenta,Magenta Roundel,majenti cirke
block.minecraft.banner.circle.orange,Orange Roundel,oranji cirke
block.minecraft.banner.circle.white,White Roundel,baki cirke
block.minecraft.banner.rhombus.black,Black Lozenge,cerni Lozenge
block.minecraft.banner.rhombus.red,Red Lozenge,kirmi Lozenge
block.minecraft.banner.rhombus.green,Green Lozenge,lugi Lozenge
block.minecraft.banner.rhombus.brown,Brown Lozenge,bruni Lozenge
block.minecraft.banner.rhombus.blue,Blue Lozenge,nili Lozenge
block.minecraft.banner.rhombus.purple,Purple Lozenge,violeti Lozenge
block.minecraft.banner.rhombus.cyan,Cyan Lozenge,ciani Lozenge
block.minecraft.banner.rhombus.light_gray,Light Gray Lozenge,mirdo huyorangi Lozenge
block.minecraft.banner.rhombus.gray,Gray Lozenge,huyorangi Lozenge
block.minecraft.banner.rhombus.pink,Pink Lozenge,rozorangi Lozenge
block.minecraft.banner.rhombus.lime,Lime Lozenge,Lime Lozenge
block.minecraft.banner.rhombus.yellow,Yellow Lozenge,limonorangi Lozenge
block.minecraft.banner.rhombus.light_blue,Light Blue Lozenge,samanonili Lozenge
block.minecraft.banner.rhombus.magenta,Magenta Lozenge,majenti Lozenge
block.minecraft.banner.rhombus.orange,Orange Lozenge,oranji Lozenge
block.minecraft.banner.rhombus.white,White Lozenge,baki Lozenge
block.minecraft.banner.half_vertical.black,Black Per Pale,cerni fen da zonge
block.minecraft.banner.half_vertical.red,Red Per Pale,kirmi fen da zonge
block.minecraft.banner.half_vertical.green,Green Per Pale,lugi fen da zonge
block.minecraft.banner.half_vertical.brown,Brown Per Pale,bruni fen da zonge
block.minecraft.banner.half_vertical.blue,Blue Per Pale,nili fen da zonge
block.minecraft.banner.half_vertical.purple,Purple Per Pale,violeti fen da zonge
block.minecraft.banner.half_vertical.cyan,Cyan Per Pale,ciani fen da zonge
block.minecraft.banner.half_vertical.light_gray,Light Gray Per Pale,mirdo huyorangi fen da zonge
block.minecraft.banner.half_vertical.gray,Gray Per Pale,huyorangi fen da zonge
block.minecraft.banner.half_vertical.pink,Pink Per Pale,rozorangi fen da zonge
block.minecraft.banner.half_vertical.lime,Lime Per Pale,Lime fen da zonge
block.minecraft.banner.half_vertical.yellow,Yellow Per Pale,limonorangi fen da zonge
block.minecraft.banner.half_vertical.light_blue,Light Blue Per Pale,samanonili fen da zonge
block.minecraft.banner.half_vertical.magenta,Magenta Per Pale,majenti fen da zonge
block.minecraft.banner.half_vertical.orange,Orange Per Pale,oranji fen da zonge
